datetime,pH,specific_conductance,water_temperature,dissolved_oxygen,discharge
2021-04-02 00:00:00+00:00,7.901315789473684,411.17105263157896,17.663157894736845,9.082894736842105,4509.473684210527
2021-04-03 00:00:00+00:00,7.9750000000000005,447.17021276595744,17.483333333333334,9.251041666666667,4260.520833333333
2021-04-04 00:00:00+00:00,8.0,478.6979166666667,17.45625,9.356250000000001,4415.625
2021-04-05 00:00:00+00:00,8.012500000000001,523.7473684210527,18.085416666666667,9.435416666666667,4461.666666666667
2021-04-06 00:00:00+00:00,8.033333333333333,547.6630434782609,18.798958333333335,9.386458333333334,3957.0833333333335
2021-04-07 00:00:00+00:00,8.03125,512.9888888888889,19.463541666666668,9.28125,3328.4375
2021-04-08 00:00:00+00:00,8.0,502.9318181818182,19.517708333333335,9.198958333333334,3150.5208333333335
2021-04-09 00:00:00+00:00,7.929166666666667,490.19354838709677,20.243750000000002,8.789583333333333,3088.125
2021-04-10 00:00:00+00:00,8.055208333333333,507.2413793103448,20.728125000000002,9.173958333333333,2790.2083333333335
2021-04-11 00:00:00+00:00,8.226041666666665,528.364705882353,20.929166666666667,9.886458333333334,2511.0416666666665
2021-04-12 00:00:00+00:00,8.297916666666667,534.8023255813954,21.239583333333332,10.366666666666667,2184.375
2021-04-13 00:00:00+00:00,8.46875,550.8387096774194,22.092708333333334,11.286458333333334,1994.1666666666667
2021-04-14 00:00:00+00:00,8.545833333333333,564.6136363636364,22.900000000000002,11.292708333333332,1899.6875
2021-04-15 00:00:00+00:00,8.541666666666666,567.5888888888888,22.349999999999998,10.828125,1727.6041666666667
2021-04-16 00:00:00+00:00,8.502083333333333,572.4777777777778,21.054166666666667,10.219791666666667,1774.1666666666667
2021-04-17 00:00:00+00:00,8.369791666666666,567.3548387096774,19.730208333333334,9.501041666666667,2832.8125
2021-04-18 00:00:00+00:00,8.094791666666667,560.7368421052631,18.869791666666668,8.841666666666667,3883.6458333333335
2021-04-19 00:00:00+00:00,7.90625,565.15625,18.626041666666666,7.655208333333333,8227.708333333334
2021-04-20 00:00:00+00:00,7.746875,481.1666666666667,18.557291666666668,6.976041666666667,12013.541666666666
2021-04-21 00:00:00+00:00,7.8,377.4270833333333,18.085416666666667,7.510416666666667,10962.395833333334
2021-04-22 00:00:00+00:00,7.8,373.3854166666667,18.072916666666668,8.188541666666667,7073.854166666667
2021-04-23 00:00:00+00:00,7.797916666666667,377.6914893617021,18.193749999999998,8.555208333333333,4551.354166666667
2021-04-24 00:00:00+00:00,7.8,370.45652173913044,18.480208333333334,8.755208333333334,3322.5
2021-04-25 00:00:00+00:00,7.798958333333332,382.7692307692308,19.51875,8.84375,2893.3333333333335
2021-04-26 00:00:00+00:00,7.720833333333334,385.0752688172043,20.45625,8.575,2756.9791666666665
2021-04-27 00:00:00+00:00,7.826041666666666,432.69473684210527,20.980208333333334,8.642708333333333,4369.583333333333
2021-04-28 00:00:00+00:00,7.944791666666667,558.0,21.283333333333335,8.34375,5093.854166666667
2021-04-29 00:00:00+00:00,7.907446808510639,650.7446808510638,22.362105263157897,7.88936170212766,4233.125
2021-04-30 00:00:00+00:00,7.561458333333333,438.1770833333333,22.434375,7.066666666666666,4872.708333333333
2021-05-01 00:00:00+00:00,7.2093750000000005,281.0967741935484,21.992708333333336,6.015625,5981.041666666667
2021-05-02 00:00:00+00:00,7.586458333333333,391.0104166666667,22.155208333333334,6.917708333333334,13144.0625
2021-05-03 00:00:00+00:00,7.641666666666667,342.6354166666667,22.26354166666667,5.70625,18755.208333333332
2021-05-04 00:00:00+00:00,7.599999999999999,368.2395833333333,22.084374999999998,6.1187499999999995,19433.333333333332
2021-05-05 00:00:00+00:00,7.599999999999999,388.40625,22.08645833333333,6.373958333333333,19428.125
2021-05-06 00:00:00+00:00,7.606249999999999,396.0520833333333,22.36145833333333,6.507291666666667,18713.541666666668
2021-05-07 00:00:00+00:00,7.648958333333333,396.6875,22.485416666666666,6.4624999999999995,18326.041666666668
2021-05-08 00:00:00+00:00,7.641666666666667,372.0208333333333,22.448958333333334,6.48125,18531.25
2021-05-09 00:00:00+00:00,7.763541666666666,407.3020833333333,22.626041666666666,7.070833333333333,18908.333333333332
2021-05-10 00:00:00+00:00,7.6125,392.09375,22.144791666666666,6.888541666666666,22528.125
2021-05-11 00:00:00+00:00,7.5687500000000005,388.8541666666667,22.309375,6.663541666666667,23397.916666666668
2021-05-12 00:00:00+00:00,7.561458333333333,395.7604166666667,21.217708333333334,6.902083333333334,25693.75
2021-05-13 00:00:00+00:00,7.5562499999999995,387.0520833333333,20.592708333333334,6.898958333333333,25127.083333333332
2021-05-14 00:00:00+00:00,7.691666666666666,413.1145833333333,20.944791666666667,7.292708333333334,22194.791666666668
2021-05-15 00:00:00+00:00,7.7,417.53125,20.236458333333335,6.907291666666667,21170.833333333332
2021-05-16 00:00:00+00:00,7.7,414.1354166666667,20.7125,6.792708333333334,21112.5
2021-05-17 00:00:00+00:00,7.7,418.6770833333333,21.186458333333334,6.702083333333333,21426.041666666668
2021-05-18 00:00:00+00:00,7.638541666666666,418.3333333333333,21.7375,6.508333333333333,22328.125
2021-05-19 00:00:00+00:00,7.595833333333332,407.65625,22.090625000000003,6.3656250000000005,25078.125
2021-05-20 00:00:00+00:00,7.555208333333333,373.3854166666667,22.120833333333334,6.069791666666667,28382.291666666668
2021-05-21 00:00:00+00:00,7.5562499999999995,362.3333333333333,22.53125,5.55,28920.833333333332
2021-05-22 00:00:00+00:00,7.5,358.2708333333333,22.957291666666666,5.273958333333334,29646.875
2021-05-23 00:00:00+00:00,7.5,364.9479166666667,23.315625,5.263541666666667,29421.875
2021-05-24 00:00:00+00:00,7.5,371.4270833333333,23.483333333333334,5.188541666666667,29180.208333333332
2021-05-25 00:00:00+00:00,7.5,373.4375,23.734375,5.05,29422.916666666668
2021-05-26 00:00:00+00:00,7.447916666666667,368.3229166666667,23.702083333333334,4.930208333333334,31232.291666666668
2021-05-27 00:00:00+00:00,7.432291666666667,351.8020833333333,23.971875,4.861458333333333,32061.458333333332
2021-05-28 00:00:00+00:00,7.5,361.4479166666667,24.696875000000002,4.825,31360.416666666668
2021-05-29 00:00:00+00:00,7.5,379.3125,24.878125,4.927083333333333,30402.083333333332
2021-05-30 00:00:00+00:00,7.5,379.78125,24.537499999999998,4.904166666666667,29029.166666666668
2021-05-31 00:00:00+00:00,7.5062500000000005,391.6979166666667,24.709374999999998,5.14375,27525.0
2021-06-01 00:00:00+00:00,7.527083333333334,354.5625,23.707291666666666,5.651041666666667,33388.541666666664
2021-06-02 00:00:00+00:00,7.185416666666666,278.8854166666667,23.289583333333336,5.090625,46981.25
2021-06-03 00:00:00+00:00,7.2250000000000005,284.0729166666667,24.176041666666666,4.294791666666667,49579.166666666664
2021-06-04 00:00:00+00:00,7.357291666666668,288.9270833333333,24.286458333333332,4.229166666666667,44690.625
2021-06-05 00:00:00+00:00,7.400000000000001,295.3125,24.317708333333332,4.21875,41236.458333333336
2021-06-06 00:00:00+00:00,7.442708333333333,310.7291666666667,24.547916666666666,4.339583333333334,39037.5
2021-06-07 00:00:00+00:00,7.5,329.7083333333333,25.198958333333334,4.417708333333334,37336.458333333336
2021-06-08 00:00:00+00:00,7.5,349.7604166666667,25.483333333333334,4.244791666666667,36773.958333333336
2021-06-09 00:00:00+00:00,7.5,360.7395833333333,25.217708333333334,4.308333333333334,36263.541666666664
2021-06-10 00:00:00+00:00,7.5,374.375,25.711458333333336,4.8125,34934.375
2021-06-11 00:00:00+00:00,7.513541666666666,368.9583333333333,26.58020833333333,4.813541666666667,33304.166666666664
2021-06-12 00:00:00+00:00,7.578125,356.7916666666667,27.003125,4.830208333333333,31278.125
2021-06-13 00:00:00+00:00,7.599999999999999,354.4166666666667,27.256249999999998,4.9906250000000005,29462.5
2021-06-14 00:00:00+00:00,7.6,366.3333333333333,27.54814814814815,5.129090909090908,28104.301075268817
2021-06-15 00:00:00+00:00,7.6,366.3333333333333,27.54814814814815,5.129090909090908,27115.555555555555
2021-06-16 00:00:00+00:00,7.6,366.3333333333333,27.54814814814815,5.129090909090908,26394.791666666668
2021-06-17 00:00:00+00:00,7.6,366.3333333333333,27.54814814814815,5.129090909090908,25765.625
2021-06-18 00:00:00+00:00,7.6,365.4087301587301,27.586360964138745,5.150108225108224,25153.125
2021-06-19 00:00:00+00:00,7.6,364.484126984127,27.62457378012934,5.17112554112554,24560.416666666668
2021-06-20 00:00:00+00:00,7.6,363.5595238095238,27.662786596119933,5.192142857142856,24021.875
2021-06-21 00:00:00+00:00,7.6,362.6349206349206,27.700999412110527,5.213160173160173,23513.541666666668
2021-06-22 00:00:00+00:00,7.6,361.71031746031747,27.73921222810112,5.234177489177489,23380.208333333332
2021-06-23 00:00:00+00:00,7.6,360.7857142857143,27.777425044091714,5.2551948051948045,23050.0
2021-06-24 00:00:00+00:00,7.6,359.8611111111111,27.815637860082308,5.2762121212121205,22428.125
2021-06-25 00:00:00+00:00,7.6,358.9365079365079,27.853850676072902,5.297229437229436,22020.833333333332
2021-06-26 00:00:00+00:00,7.6,358.01190476190476,27.892063492063492,5.318246753246752,21632.291666666668
2021-06-27 00:00:00+00:00,7.6,357.08730158730157,27.930276308054086,5.339264069264068,20856.25
2021-06-28 00:00:00+00:00,7.6,356.1626984126984,27.96848912404468,5.360281385281384,19915.625
2021-06-29 00:00:00+00:00,7.6,355.23809523809524,28.006701940035274,5.381298701298701,19073.958333333332
2021-06-30 00:00:00+00:00,7.6,354.31349206349205,28.044914756025868,5.402316017316017,17843.75
2021-07-01 00:00:00+00:00,7.6,353.38888888888886,28.083127572016462,5.423333333333333,16663.541666666668
2021-07-02 00:00:00+00:00,7.6,352.4642857142857,28.121340388007056,5.444350649350649,15840.625
2021-07-03 00:00:00+00:00,7.6,351.53968253968253,28.15955320399765,5.465367965367965,14604.166666666666
2021-07-04 00:00:00+00:00,7.6,350.61507936507934,28.197766019988244,5.486385281385281,13112.5
2021-07-05 00:00:00+00:00,7.6,349.69047619047615,28.235978835978838,5.507402597402597,13752.083333333334
2021-07-06 00:00:00+00:00,7.6,348.765873015873,28.27419165196943,5.5284199134199135,15107.291666666666
2021-07-07 00:00:00+00:00,7.6,347.8412698412698,28.312404467960025,5.549437229437229,15497.916666666666
2021-07-08 00:00:00+00:00,7.6,346.91666666666663,28.35061728395062,5.570454545454545,15490.625
2021-07-09 00:00:00+00:00,7.6,345.9920634920635,28.388830099941213,5.591471861471861,14893.75
2021-07-10 00:00:00+00:00,7.6,345.0674603174603,28.427042915931807,5.612489177489177,13553.125
2021-07-11 00:00:00+00:00,7.6,344.1428571428571,28.4652557319224,5.633506493506493,12014.583333333334
2021-07-12 00:00:00+00:00,7.6,343.218253968254,28.503468547912995,5.654523809523809,13180.208333333334
2021-07-13 00:00:00+00:00,7.6,342.2936507936508,28.54168136390359,5.675541125541125,17187.5
2021-07-14 00:00:00+00:00,7.6,341.3690476190476,28.579894179894183,5.696558441558442,17584.375
2021-07-15 00:00:00+00:00,7.6,340.44444444444446,28.618106995884773,5.717575757575758,17109.375
2021-07-16 00:00:00+00:00,7.6,339.51984126984127,28.656319811875367,5.738593073593074,16316.666666666666
2021-07-17 00:00:00+00:00,7.6,338.5952380952381,28.69453262786596,5.75961038961039,14170.833333333334
2021-07-18 00:00:00+00:00,7.6,337.67063492063494,28.732745443856555,5.780627705627706,12035.416666666666
2021-07-19 00:00:00+00:00,7.6,336.74603174603175,28.77095825984715,5.8016450216450215,10569.6875
2021-07-20 00:00:00+00:00,7.6,335.82142857142856,28.809171075837742,5.822662337662338,9388.958333333334
2021-07-21 00:00:00+00:00,7.6,334.89682539682536,28.847383891828336,5.843679653679654,8964.479166666666
2021-07-22 00:00:00+00:00,7.6,333.97222222222223,28.88559670781893,5.86469696969697,10412.474226804125
2021-07-23 00:00:00+00:00,7.6,333.04761904761904,28.923809523809524,5.885714285714286,10702.105263157895
2021-07-24 00:00:00+00:00,7.636458333333334,346.7604166666667,29.09166666666667,6.164583333333333,9427.916666666666
2021-07-25 00:00:00+00:00,7.820833333333333,381.625,29.769791666666666,6.295833333333333,7771.145833333333
2021-07-26 00:00:00+00:00,7.903125,388.8854166666667,30.181250000000002,6.214583333333334,6357.708333333333
2021-07-27 00:00:00+00:00,7.900000000000001,378.8645833333333,30.479166666666668,6.2,5530.0
2021-07-28 00:00:00+00:00,7.842708333333333,409.625,30.927083333333332,6.157291666666667,4953.541666666667
2021-07-29 00:00:00+00:00,7.8,418.1770833333333,31.136458333333334,6.216666666666666,3829.4791666666665
2021-07-30 00:00:00+00:00,7.8,418.8645833333333,31.04479166666667,6.201041666666668,2941.9791666666665
2021-07-31 00:00:00+00:00,7.801041666666666,431.5104166666667,31.304166666666664,6.122916666666666,2668.9583333333335
2021-08-01 00:00:00+00:00,7.898958333333334,495.625,31.813541666666666,6.263541666666668,2269.0625
2021-08-02 00:00:00+00:00,7.900000000000001,500.4479166666667,31.644791666666666,6.258333333333333,1902.7083333333333
2021-08-03 00:00:00+00:00,7.878125000000001,492.78125,30.610416666666666,6.269791666666666,2428.75
2021-08-04 00:00:00+00:00,7.685416666666666,390.4895833333333,29.433333333333334,5.6625000000000005,2281.5625
2021-08-05 00:00:00+00:00,7.844791666666667,482.8229166666667,30.136458333333334,6.348958333333333,4673.645833333333
2021-08-06 00:00:00+00:00,7.879166666666666,586.9166666666666,30.2625,5.85625,7072.708333333333
2021-08-07 00:00:00+00:00,7.784375,527.9895833333334,29.413541666666664,5.698958333333334,5254.375
